075443,0754**,07****,******
075531,0755**,07****,******
075614,0756**,07****,******
075916,0759**,07****,******
080143,0801**,08****,******
080407,0804**,08****,******
080714,0807**,08****,******
080823,0808**,08****,******
080832,0808**,08****,******
080834,0808**,08****,******
081054,0810**,08****,******
081412,0814**,08****,******
081514,0815**,08****,******
081830,0818**,08****,******
083046,0830**,08****,******
083211,0832**,08****,******
083520,0835**,08****,******
083549,0835**,08****,******
083738,0837**,08****,******
083940,0839**,08****,******
083958,0839**,08****,******
084130,0841**,08****,******
084159,0841**,08****,******
084322,0843**,08****,******
084353,0843**,08****,******
084433,0844**,08****,******
084450,0844**,08****,******
084520,0845**,08****,******
084735,0847**,08****,******
084742,0847**,08****,******
084824,0848**,08****,******
084829,0848**,08****,******
084910,0849**,08****,******
085026,0850**,08****,******
085056,0850**,08****,******
085111,0851**,08****,******
085141,0851**,08****,******
085344,0853**,08****,******
085402,0854**,08****,******
085408,0854**,08****,******
085524,0855**,08****,******
085605,0856**,08****,******
085622,0856**,08****,******
085640,0856**,08****,******
085823,0858**,08****,******
085853,0858**,08****,******
085931,0859**,08****,******
090033,0900**,09****,******
090113,0901**,09****,******
090149,0901**,09****,******
090311,0903**,09****,******
090313,0903**,09****,******
090315,0903**,09****,******
090321,0903**,09****,******
090322,0903**,09****,******
090409,0904**,09****,******
090424,0904**,09****,******
090539,0905**,09****,******
090557,0905**,09****,******
090652,0906**,09****,******
090725,0907**,09****,******
090749,0907**,09****,******
090757,0907**,09****,******
090830,0908**,09****,******
090846,0908**,09****,******
090907,0909**,09****,******
090936,0909**,09****,******
091016,0910**,09****,******
091053,0910**,09****,******
091216,0912**,09****,******
091240,0912**,09****,******
091309,0913**,09****,******
091327,0913**,09****,******
091337,0913**,09****,******
091354,0913**,09****,******
091409,0914**,09****,******
091422,0914**,09****,******
091604,0916**,09****,******
091629,0916**,09****,******
091705,0917**,09****,******
091758,0917**,09****,******
091808,0918**,09****,******
091815,0918**,09****,******
091859,0918**,09****,******
091920,0919**,09****,******
092007,0920**,09****,******
092024,0920**,09****,******
092026,0920**,09****,******
092041,0920**,09****,******
092046,0920**,09****,******
092050,0920**,09****,******
092143,0921**,09****,******
092306,0923**,09****,******
092338,0923**,09****,******
092439,0924**,09****,******
092446,0924**,09****,******
092530,0925**,09****,******
092616,0926**,09****,******
092651,0926**,09****,******
092654,0926**,09****,******
092656,0926**,09****,******
092756,0927**,09****,******
092818,0928**,09****,******
092823,0928**,09****,******
093107,0931**,09****,******
093111,0931**,09****,******
093208,0932**,09****,******
093221,0932**,09****,******
093229,0932**,09****,******
093301,0933**,09****,******
093348,0933**,09****,******
093404,0934**,09****,******
093414,0934**,09****,******
093437,0934**,09****,******
093647,0936**,09****,******
093703,0937**,09****,******
093747,0937**,09****,******
093912,0939**,09****,******
094154,0941**,09****,******
094157,0941**,09****,******
094344,0943**,09****,******
094347,0943**,09****,******
094420,0944**,09****,******
094437,0944**,09****,******
094537,0945**,09****,******
094552,0945**,09****,******
094716,0947**,09****,******
094745,0947**,09****,******
094901,0949**,09****,******
094904,0949**,09****,******
094906,0949**,09****,******
094908,0949**,09****,******
094910,0949**,09****,******
094913,0949**,09****,******
094918,0949**,09****,******
094924,0949**,09****,******
094947,0949**,09****,******
094954,0949**,09****,******
094956,0949**,09****,******
095033,0950**,09****,******
095056,0950**,09****,******
095140,0951**,09****,******
095336,0953**,09****,******
095346,0953**,09****,******
095522,0955**,09****,******
095546,0955**,09****,******
095623,0956**,09****,******
095624,0956**,09****,******
095636,0956**,09****,******
095720,0957**,09****,******
095722,0957**,09****,******
095756,0957**,09****,******
095803,0958**,09****,******
095822,0958**,09****,******
095901,0959**,09****,******
095928,0959**,09****,******
100017,1000**,10****,******
100022,1000**,10****,******
100156,1001**,10****,******
100200,1002**,10****,******
100256,1002**,10****,******
100336,1003**,10****,******
100348,1003**,10****,******
100435,1004**,10****,******
100515,1005**,10****,******
100543,1005**,10****,******
100623,1006**,10****,******
100624,1006**,10****,******
100704,1007**,10****,******
100718,1007**,10****,******
100732,1007**,10****,******
100936,1009**,10****,******
100948,1009**,10****,******
101022,1010**,10****,******
101046,1010**,10****,******
101115,1011**,10****,******
101140,1011**,10****,******
101224,1012**,10****,******
101250,1012**,10****,******
101320,1013**,10****,******
101425,1014**,10****,******
101452,1014**,10****,******
101543,1015**,10****,******
101610,1016**,10****,******
101717,1017**,10****,******
101731,1017**,10****,******
101813,1018**,10****,******
101814,1018**,10****,******
101857,1018**,10****,******
101945,1019**,10****,******
101954,1019**,10****,******
101955,1019**,10****,******
102009,1020**,10****,******
102035,1020**,10****,******
102111,1021**,10****,******
102132,1021**,10****,******
102142,1021**,10****,******
102223,1022**,10****,******
102225,1022**,10****,******
102241,1022**,10****,******
102243,1022**,10****,******
102253,1022**,10****,******
102335,1023**,10****,******
102351,1023**,10****,******
102406,1024**,10****,******
102417,1024**,10****,******
102535,1025**,10****,******
102547,1025**,10****,******
102558,1025**,10****,******
102604,1026**,10****,******
102630,1026**,10****,******
102641,1026**,10****,******
102653,1026**,10****,******
102724,1027**,10****,******
102731,1027**,10****,******
102744,1027**,10****,******
102816,1028**,10****,******
102845,1028**,10****,******
102853,1028**,10****,******
102855,1028**,10****,******
102948,1029**,10****,******
102958,1029**,10****,******
103004,1030**,10****,******
103031,1030**,10****,******
103107,1031**,10****,******
103131,1031**,10****,******
103134,1031**,10****,******
103214,1032**,10****,******
103219,1032**,10****,******
103244,1032**,10****,******
103259,1032**,10****,******
103323,1033**,10****,******
103343,1033**,10****,******
103344,1033**,10****,******
103414,1034**,10****,******
103420,1034**,10****,******
103448,1034**,10****,******
103516,1035**,10****,******
103551,1035**,10****,******
103640,1036**,10****,******
103657,1036**,10****,******
